Unique_ID,Interest_5th,Interest_6th,Final_Interests,Interest,Final_Interests_7th,Interest_8th,Final_Interests_8th,Interest_9th,Final_Interests_9th,Interest_10th,Final_Interests_10th
stud_5159,"Hindi, Sports","Hindi, Sports","Hindi, Sports","Hindi, Sports","Hindi, Sports","Marathi, Geography","Geography, Hindi, Marathi, Sports","Drawing, Geometry","Drawing, Geography, Geometry, Hindi, Marathi, Sports","History, Computer","Computer, Drawing, Geography, Geometry, Hindi, History, Marathi, Sports"
stud_5160,"Drawing, Sports, Math","Hindi, Sports, Environmental Studies","Environmental Studies, Hindi, Sports","Hindi, Sports, Environmental Studies","Environmental Studies, Hindi, Sports","Marathi, Hindi, Computer","Computer, Hindi, Marathi","Algebra, Geometry","Algebra, Computer, Geometry, Hindi, Marathi","Marathi, Defence, Sanskrit","Defence, Marathi, Sanskrit"
stud_5161,"Science, Sports, Math","Drawing, Math","Drawing, Math","Drawing, Math","Drawing, Math","Marathi, History","Drawing, History, Marathi, Math","Marathi, English","English, Marathi","Hindi, Sanskrit","English, Hindi, Marathi, Sanskrit"
stud_5162,"History, Geography","Marathi, Urdu","Geography, History, Marathi, Urdu","Marathi, Urdu","Marathi, Urdu","Marathi, Math","Marathi, Math","Urdu, English","English, Marathi, Math, Urdu","Algebra, Defence","Algebra, Defence, English, Marathi, Math, Urdu"
stud_5163,"Science, Sports","Urdu, Science","Science, Urdu","Urdu, Science","Science, Urdu","Marathi, Hindi","Hindi, Marathi, Science, Urdu","Sports, Geometry","Geometry, Hindi, Marathi, Science, Sports, Urdu","Environmental Studies, Sanskrit","Environmental Studies, Geometry, Hindi, Marathi, Sanskrit, Science, Sports, Urdu"
stud_5164,"Geography, Math","Geography, Math, Computer","Computer, Geography, Math","Geography, Math, Computer","Computer, Geography, Math","Hindi, English","Computer, English, Geography, Hindi, Math","Geography, Computer","Computer, Geography","Algebra, Sanskrit","Algebra, Computer, Geography, Sanskrit"
stud_5165,"Urdu, Computer","Urdu, Computer","Computer, Urdu","Urdu, Computer","Computer, Urdu","Urdu, History","History, Urdu","Hindi, English","English, Hindi, History, Urdu","History, Environmental Studies","Environmental Studies, History"
stud_5166,"Sports, Computer","Urdu, Hindi, Geography","Computer, Geography, Hindi, Sports, Urdu","Urdu, Hindi, Geography","Geography, Hindi, Urdu","Marathi, Geography","Geography, Marathi","Environmental Studies, Algebra","Algebra, Environmental Studies, Geography, Marathi","History, Environmental Studies","Environmental Studies, History"
stud_5167,"Sports, Math","Hindi, Drawing, Math","Drawing, Hindi, Math","Hindi, Drawing, Math","Drawing, Hindi, Math","Hindi, Computer","Computer, Hindi","Urdu, Defence","Computer, Defence, Hindi, Urdu","Marathi, Science","Computer, Defence, Hindi, Marathi, Science, Urdu"
stud_5168,"Urdu, Science","History, Math","History, Math, Science, Urdu","History, Math","History, Math","Science, Sports","History, Math, Science, Sports","Geometry, Computer","Computer, Geometry, History, Math, Science, Sports","Science, Geometry","Geometry, Science"
stud_5169,"Environmental Studies, Computer","Urdu, Sports","Computer, Environmental Studies, Sports, Urdu","Urdu, Sports","Sports, Urdu","Sports, Environmental Studies","Environmental Studies, Sports","Urdu, History, Science","Environmental Studies, History, Science, Sports, Urdu","Hindi, Algebra","Algebra, Environmental Studies, Hindi, History, Science, Sports, Urdu"
stud_5170,"Math, Computer","Urdu, History","Computer, History, Math, Urdu","Urdu, History","History, Urdu","Science, Environmental Studies","Environmental Studies, History, Science, Urdu","Hindi, Geometry","Environmental Studies, Geometry, Hindi, History, Science, Urdu","Urdu, Algebra","Algebra, Urdu"
stud_5171,"Geography, Math","Hindi, Environmental Studies","Environmental Studies, Geography, Hindi, Math","Hindi, Environmental Studies","Environmental Studies, Hindi","English, History","English, Environmental Studies, Hindi, History","Drawing, Sports","Drawing, English, Environmental Studies, Hindi, History, Sports","Drawing, Sanskrit","Drawing, Sanskrit"
stud_5172,"History, Sports","Science, Computer","Computer, History, Science, Sports","Science, Computer","Computer, Science","Urdu, Environmental Studies","Computer, Environmental Studies, Science, Urdu","Geography, Sports","Computer, Environmental Studies, Geography, Science, Sports, Urdu","Algebra, Geometry","Algebra, Computer, Environmental Studies, Geography, Geometry, Science, Sports, Urdu"
stud_5173,"Marathi, History","History, Science","History, Science","History, Science","History, Science","Geography, Math","Geography, History, Math, Science","Sports, Defence","Defence, Geography, History, Math, Science, Sports","History, Geography","Geography, History"
stud_5174,"Urdu, Geography","History, Geography, Sports","Geography, History, Sports","History, Geography, Sports","Geography, History, Sports","Hindi, Geography","Geography, Hindi","Environmental Studies, Algebra","Algebra, Environmental Studies, Geography, Hindi","Sports, Sanskrit","Algebra, Environmental Studies, Geography, Hindi, Sanskrit, Sports"
stud_5175,"Hindi, Science","Urdu, English, Computer","Computer, English, Hindi, Science, Urdu","Urdu, English, Computer","Computer, English, Urdu","History, Science","Computer, English, History, Science, Urdu","Sports, Computer","Computer, Sports","History, Geography","Computer, Geography, History, Sports"
stud_5176,"Marathi, Computer","Geography, Math","Computer, Geography, Marathi, Math","Geography, Math","Geography, Math","Hindi, Sports","Geography, Hindi, Math, Sports","Marathi, Geometry","Geography, Geometry, Hindi, Marathi, Math, Sports","Geography, Algebra","Algebra, Geography"
stud_5177,"Hindi, Computer","Hindi, Math","Hindi, Math","Hindi, Math","Hindi, Math","English, History, Drawing","Drawing, English, Hindi, History, Math","Hindi, Environmental Studies, Computer","Computer, Environmental Studies, Hindi","Geography, Computer","Computer, Geography"
stud_5178,"Marathi, Science, Geography, Sports","Hindi, English","English, Geography, Hindi, Marathi, Science, Sports","Hindi, English","English, Hindi","Hindi, Math","Hindi, Math","Marathi, Computer","Computer, Hindi, Marathi, Math","English, Sports","Computer, English, Hindi, Marathi, Math, Sports"
stud_5179,"Marathi, Sports","Marathi, Science","Marathi, Science","Marathi, Science","Marathi, Science","History, Computer","Computer, History, Marathi, Science","Hindi, English","Computer, English, Hindi, History, Marathi, Science","Environmental Studies, Computer","Computer, Environmental Studies"
stud_5180,"Science, Geography","Marathi, History","Geography, History, Marathi, Science","Marathi, History","History, Marathi","Urdu, Geography","Geography, History, Marathi, Urdu","Environmental Studies, Geometry","Environmental Studies, Geography, Geometry, History, Marathi, Urdu","Urdu, Geometry","Geometry, Urdu"
stud_5181,"Marathi, Science, Math","Marathi, Geography","Geography, Marathi","Marathi, Geography","Geography, Marathi","English, Drawing","Drawing, English, Geography, Marathi","Hindi, Defence","Defence, Drawing, English, Geography, Hindi, Marathi","History, Geometry","Defence, Drawing, English, Geography, Geometry, Hindi, History, Marathi"
stud_5182,"History, Science","Sports, Computer","Computer, History, Science, Sports","Sports, Computer","Computer, Sports","Geography, Math","Computer, Geography, Math, Sports","Geography, Geometry","Geography, Geometry","Urdu, Sanskrit","Geography, Geometry, Sanskrit, Urdu"
stud_5183,"History, Science, Computer","Sports, Environmental Studies","Computer, Environmental Studies, History, Science, Sports","Sports, Environmental Studies","Environmental Studies, Sports","Urdu, Science","Environmental Studies, Science, Sports, Urdu","English, Geography","English, Environmental Studies, Geography, Science, Sports, Urdu","Urdu, History","History, Urdu"
stud_5184,"Urdu, History","Science, Drawing","Drawing, History, Science, Urdu","Science, Drawing","Drawing, Science","History, Math","Drawing, History, Math, Science","Marathi, Hindi","Drawing, Hindi, History, Marathi, Math, Science","Urdu, Sanskrit","Drawing, Hindi, History, Marathi, Math, Sanskrit, Science, Urdu"
stud_5185,"English, Sports","Marathi, Math","English, Marathi, Math, Sports","Marathi, Math","Marathi, Math","Hindi, Geography","Geography, Hindi, Marathi, Math","Urdu, Defence","Defence, Geography, Hindi, Marathi, Math, Urdu","Urdu, Environmental Studies","Environmental Studies, Urdu"
stud_5186,"English, History","History, Sports","History, Sports","History, Sports","History, Sports","History, Geography","Geography, History","History, Sports","History, Sports","Environmental Studies, Computer","Computer, Environmental Studies, History, Sports"
stud_5187,"English, Drawing","Science, Drawing","Drawing, Science","Science, Drawing","Drawing, Science","Hindi, Geography","Drawing, Geography, Hindi, Science","Science, Algebra","Algebra, Science","Urdu, Sports","Algebra, Science, Sports, Urdu"
stud_5188,"Hindi, English","Urdu, Sports","English, Hindi, Sports, Urdu","Urdu, Sports","Sports, Urdu","Urdu, History","History, Urdu","Marathi, Geometry","Geometry, History, Marathi, Urdu","Marathi, English","English, Marathi"
stud_5189,"Urdu, Science","Urdu, Drawing","Drawing, Urdu","Urdu, Drawing","Drawing, Urdu","Marathi, Sports","Drawing, Marathi, Sports, Urdu","Urdu, Defence","Defence, Urdu","Urdu, Hindi","Hindi, Urdu"
stud_5190,"Drawing, Sports","Marathi, Geography, Environmental Studies","Drawing, Environmental Studies, Geography, Marathi, Sports","Marathi, Geography, Environmental Studies","Environmental Studies, Geography, Marathi","History, Math","Environmental Studies, Geography, History, Marathi, Math","Computer, Defence","Computer, Defence, Environmental Studies, Geography, History, Marathi, Math","Hindi, Drawing","Computer, Defence, Drawing, Environmental Studies, Geography, Hindi, History, Marathi, Math"
stud_5191,"History, Computer","History, Environmental Studies","Environmental Studies, History","History, Environmental Studies","Environmental Studies, History","Science, Drawing","Drawing, Environmental Studies, History, Science","Hindi, Geometry","Drawing, Environmental Studies, Geometry, Hindi, History, Science","Marathi, Urdu","Drawing, Environmental Studies, Geometry, Hindi, History, Marathi, Science, Urdu"
stud_5192,"English, Sports","English, Science","English, Science","English, Science","English, Science","Marathi, Computer","Computer, English, Marathi, Science","English, Geography","English, Geography","Marathi, Sanskrit","English, Geography, Marathi, Sanskrit"
stud_5193,"Hindi, Drawing","Urdu, Geography","Drawing, Geography, Hindi, Urdu","Urdu, Geography","Geography, Urdu","Urdu, Environmental Studies","Environmental Studies, Urdu","Science, Computer","Computer, Environmental Studies, Science, Urdu","Geography, Sports","Computer, Environmental Studies, Geography, Science, Sports, Urdu"
stud_5194,"Hindi, Drawing","Geography, Drawing","Drawing, Geography","Geography, Drawing","Drawing, Geography","English, Geography","English, Geography","Hindi, Science","English, Geography, Hindi, Science","Drawing, Defence","Defence, Drawing, English, Geography, Hindi, Science"
stud_5195,"Science, Geography, Environmental Studies","Urdu, Geography","Geography, Urdu","Urdu, Geography","Geography, Urdu","English, Drawing","Drawing, English, Geography, Urdu","Science, Computer","Computer, Drawing, English, Geography, Science, Urdu","Defence, Sanskrit","Computer, Defence, Drawing, English, Geography, Sanskrit, Science, Urdu"
stud_5196,"History, Science","Urdu, Hindi, History, Math","Hindi, History, Math, Urdu","Urdu, Hindi, History, Math","Hindi, History, Math, Urdu","Science, Environmental Studies, Math","Environmental Studies, Math, Science","English, Computer","Computer, English, Environmental Studies, Math, Science","English, History","English, History"
stud_5197,"Hindi, Science","Drawing, Sports, Math","Drawing, Hindi, Math, Science, Sports","Drawing, Sports, Math","Drawing, Math, Sports","Geography, Environmental Studies","Drawing, Environmental Studies, Geography, Math, Sports","Drawing, Computer","Computer, Drawing","English, Defence","Computer, Defence, Drawing, English"
stud_5198,"Sports, Environmental Studies","Science, Computer","Computer, Environmental Studies, Science, Sports","Science, Computer","Computer, Science","Science, Sports","Science, Sports","Geography, Sports","Geography, Sports","Marathi, Defence","Defence, Geography, Marathi, Sports"
stud_5199,"Science, Geography","Hindi, History, Computer","Computer, Geography, Hindi, History, Science","Hindi, History, Computer","Computer, Hindi, History","Marathi, Computer","Computer, Marathi","History, Defence","Computer, Defence, History, Marathi","Computer, Defence","Computer, Defence"
stud_5200,"Science, Geography","Urdu, Computer","Computer, Geography, Science, Urdu","Urdu, Computer","Computer, Urdu","Urdu, Geography","Geography, Urdu","English, Algebra","Algebra, English, Geography, Urdu","History, Computer","Algebra, Computer, English, Geography, History, Urdu"
stud_5201,"Hindi, Drawing","Geography, Computer","Computer, Drawing, Geography, Hindi","Geography, Computer","Computer, Geography","Hindi, Math","Computer, Geography, Hindi, Math","Hindi, History, Drawing","Drawing, Hindi, History","English, Sanskrit","Drawing, English, Hindi, History, Sanskrit"
stud_5202,"Geography, Drawing","Marathi, Urdu","Drawing, Geography, Marathi, Urdu","Marathi, Urdu","Marathi, Urdu","Marathi, Drawing","Drawing, Marathi","Hindi, Sports","Drawing, Hindi, Marathi, Sports","Drawing, Sanskrit","Drawing, Sanskrit"
stud_5203,"Environmental Studies, Computer","Sports, Math","Computer, Environmental Studies, Math, Sports","Sports, Math","Math, Sports","History, Geography","Geography, History, Math, Sports","Marathi, English, Geography","English, Geography, Marathi","English, Algebra","Algebra, English"
stud_5204,"Drawing, Computer","Urdu, Environmental Studies","Computer, Drawing, Environmental Studies, Urdu","Urdu, Environmental Studies","Environmental Studies, Urdu","History, Sports","Environmental Studies, History, Sports, Urdu","Urdu, History","History, Urdu","Environmental Studies, Defence","Defence, Environmental Studies, History, Urdu"
stud_5205,"Drawing, Computer","Geography, Sports","Computer, Drawing, Geography, Sports","Geography, Sports","Geography, Sports","Urdu, Science","Geography, Science, Sports, Urdu","Hindi, Science, Sports","Hindi, Science, Sports","Environmental Studies, Geometry","Environmental Studies, Geometry, Hindi, Science, Sports"
stud_5206,"History, Drawing","Science, Geography, Environmental Studies","Drawing, Environmental Studies, Geography, History, Science","Science, Geography, Environmental Studies","Environmental Studies, Geography, Science","Marathi, Math","Environmental Studies, Geography, Marathi, Math, Science","Science, Geography, Sports","Geography, Science, Sports","Hindi, Defence","Defence, Geography, Hindi, Science, Sports"
stud_5207,"Hindi, English","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, Environmental Studies","Environmental Studies, Hindi","History, Computer","Computer, Environmental Studies, Hindi, History","Geography, Computer","Computer, Geography","Environmental Studies, Computer","Computer, Environmental Studies"
stud_5208,"Hindi, Environmental Studies","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, Environmental Studies","Environmental Studies, Hindi","Marathi, Drawing","Drawing, Environmental Studies, Hindi, Marathi","Marathi, Sports","Marathi, Sports","History, Environmental Studies","Environmental Studies, History, Marathi, Sports"
stud_5209,"Drawing, Math","Environmental Studies, Computer","Computer, Drawing, Environmental Studies, Math","Environmental Studies, Computer","Computer, Environmental Studies","Hindi, History","Computer, Environmental Studies, Hindi, History","Marathi, Computer, Defence","Computer, Defence, Marathi","Marathi, Environmental Studies, Algebra","Algebra, Environmental Studies, Marathi"
stud_5210,"History, Math","Science, Math","Math, Science","Science, Math","Math, Science","Marathi, Sports","Marathi, Math, Science, Sports","Urdu, Drawing","Drawing, Marathi, Math, Science, Sports, Urdu","History, Science","History, Science"
stud_5211,"Hindi, Sports","Geography, Math","Geography, Hindi, Math, Sports","Geography, Math","Geography, Math","Marathi, Science","Geography, Marathi, Math, Science","English, Geography","English, Geography","Marathi, English, Sanskrit","English, Marathi, Sanskrit"
stud_5212,"English, Environmental Studies","Hindi, Computer","Computer, English, Environmental Studies, Hindi","Hindi, Computer","Computer, Hindi","Hindi, Environmental Studies","Environmental Studies, Hindi","Sports, Defence","Defence, Environmental Studies, Hindi, Sports","Environmental Studies, Sanskrit","Environmental Studies, Sanskrit"
stud_5213,"Urdu, Science","Marathi, Drawing, Sports","Drawing, Marathi, Science, Sports, Urdu","Marathi, Drawing, Sports","Drawing, Marathi, Sports","Hindi, History","Drawing, Hindi, History, Marathi, Sports","Marathi, Geography","Geography, Marathi","Marathi, Urdu, Hindi","Hindi, Marathi, Urdu"
stud_5214,"Urdu, English, Sports","History, Environmental Studies","English, Environmental Studies, History, Sports, Urdu","History, Environmental Studies","Environmental Studies, History","Hindi, Science","Environmental Studies, Hindi, History, Science","English, History","English, History","History, Geography, Computer","Computer, Geography, History"
stud_5215,"English, Environmental Studies","Science, Sports, Computer","Computer, English, Environmental Studies, Science, Sports","Science, Sports, Computer","Computer, Science, Sports","Marathi, Urdu","Computer, Marathi, Science, Sports, Urdu","Urdu, Drawing","Drawing, Urdu","Hindi, Algebra","Algebra, Drawing, Hindi, Urdu"
stud_5216,"Urdu, English","Marathi, Drawing, Environmental Studies","Drawing, English, Environmental Studies, Marathi, Urdu","Marathi, Drawing, Environmental Studies","Drawing, Environmental Studies, Marathi","Marathi, Drawing","Drawing, Marathi","Urdu, Hindi, Algebra","Algebra, Drawing, Hindi, Marathi, Urdu","Marathi, Environmental Studies, Geometry","Environmental Studies, Geometry, Marathi"
stud_5217,"English, History, Geography","Hindi, History, Science, Computer","Computer, Hindi, History, Science","Hindi, History, Science, Computer","Computer, Hindi, History, Science","Urdu, Geography","Computer, Geography, Hindi, History, Science, Urdu","Hindi, Drawing","Drawing, Hindi","English, Geometry","Drawing, English, Geometry, Hindi"
stud_5218,"Urdu, History","Marathi, Hindi, Drawing","Drawing, Hindi, History, Marathi, Urdu","Marathi, Hindi, Drawing","Drawing, Hindi, Marathi","Hindi, Sports","Hindi, Sports","Hindi, Sports","Hindi, Sports","Environmental Studies, Sanskrit","Environmental Studies, Hindi, Sanskrit, Sports"
stud_5219,"History, Computer","Sports, Environmental Studies","Computer, Environmental Studies, History, Sports","Sports, Environmental Studies","Environmental Studies, Sports","Science, Drawing, Environmental Studies","Drawing, Environmental Studies, Science","Drawing, Environmental Studies","Drawing, Environmental Studies","Urdu, Hindi","Drawing, Environmental Studies, Hindi, Urdu"
stud_5220,"Geography, Computer","Hindi, Math","Computer, Geography, Hindi, Math","Hindi, Math","Hindi, Math","Science, Drawing","Drawing, Hindi, Math, Science","English, Computer","Computer, Drawing, English, Hindi, Math, Science","English, Drawing","Drawing, English"
stud_5221,"English, Environmental Studies","History, Environmental Studies","Environmental Studies, History","History, Environmental Studies","Environmental Studies, History","History, Environmental Studies","Environmental Studies, History","History, Sports","History, Sports","Computer, Defence","Computer, Defence, History, Sports"
stud_5222,"Science, Sports","Environmental Studies, Math","Environmental Studies, Math, Science, Sports","Environmental Studies, Math","Environmental Studies, Math","Urdu, Math","Math, Urdu","Hindi, Algebra","Algebra, Hindi, Math, Urdu","Marathi, Science","Algebra, Hindi, Marathi, Math, Science, Urdu"
stud_5223,"English, Computer","Hindi, Geography","Computer, English, Geography, Hindi","Hindi, Geography","Geography, Hindi","History, Science","Geography, Hindi, History, Science","Geography, Computer","Computer, Geography","Geography, Drawing, Algebra, Sanskrit","Algebra, Drawing, Geography, Sanskrit"
stud_5224,"Drawing, Environmental Studies","Marathi, Math","Drawing, Environmental Studies, Marathi, Math","Marathi, Math","Marathi, Math","History, Computer","Computer, History, Marathi, Math","Hindi, Drawing","Computer, Drawing, Hindi, History, Marathi, Math","Marathi, History","History, Marathi"
stud_5225,"Urdu, Science","Hindi, Geography","Geography, Hindi, Science, Urdu","Hindi, Geography","Geography, Hindi","Hindi, Geography","Geography, Hindi","Marathi, Geography, Defence","Defence, Geography, Marathi","Urdu, Geography, Drawing","Drawing, Geography, Urdu"
stud_5226,"Urdu, Hindi","History, Environmental Studies","Environmental Studies, Hindi, History, Urdu","History, Environmental Studies","Environmental Studies, History","Drawing, Computer","Computer, Drawing, Environmental Studies, History","English, Drawing","Drawing, English","Geometry, Sanskrit","Drawing, English, Geometry, Sanskrit"
stud_5227,"History, Drawing","History, Environmental Studies","Environmental Studies, History","History, Environmental Studies","Environmental Studies, History","Marathi, Environmental Studies","Environmental Studies, Marathi","Environmental Studies, Geometry","Environmental Studies, Geometry","Drawing, Environmental Studies","Drawing, Environmental Studies"
stud_5228,"Hindi, Science","English, Drawing","Drawing, English, Hindi, Science","English, Drawing","Drawing, English","Marathi, Environmental Studies","Drawing, English, Environmental Studies, Marathi","Environmental Studies, Algebra","Algebra, Environmental Studies","Urdu, Hindi, English","Algebra, English, Environmental Studies, Hindi, Urdu"
stud_5229,"Marathi, Math","Marathi, Drawing","Drawing, Marathi","Marathi, Drawing","Drawing, Marathi","Science, Drawing","Drawing, Science","Environmental Studies, Geometry","Drawing, Environmental Studies, Geometry, Science","Hindi, Sanskrit","Drawing, Environmental Studies, Geometry, Hindi, Sanskrit, Science"
stud_5230,"History, Sports","English, Computer","Computer, English, History, Sports","English, Computer","Computer, English","Geography, Math","Computer, English, Geography, Math","Geometry, Defence","Computer, Defence, English, Geography, Geometry, Math","History, Environmental Studies, Algebra, Sanskrit","Algebra, Computer, Defence, English, Environmental Studies, Geography, Geometry, History, Math, Sanskrit"
stud_5231,"Marathi, Geography","Hindi, Environmental Studies","Environmental Studies, Geography, Hindi, Marathi","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, Sports","Hindi, Sports","Drawing, Defence","Defence, Drawing, Hindi, Sports","Drawing, Algebra","Algebra, Drawing"
stud_5232,"History, Drawing","History, Environmental Studies","Environmental Studies, History","History, Environmental Studies","Environmental Studies, History","History, Math","History, Math","Marathi, Environmental Studies","Environmental Studies, History, Marathi, Math","Geography, Computer","Computer, Environmental Studies, Geography, History, Marathi, Math"
stud_5233,"English, Environmental Studies","English, Science","English, Science","English, Science","English, Science","Urdu, Science","Science, Urdu","Hindi, English","English, Hindi, Science, Urdu","Urdu, Sanskrit","Sanskrit, Urdu"
stud_5234,"Marathi, Drawing","Science, Computer","Computer, Drawing, Marathi, Science","Science, Computer","Computer, Science","Geography, Sports","Computer, Geography, Science, Sports","Marathi, History, Algebra","Algebra, Computer, Geography, History, Marathi, Science, Sports","Computer, Sanskrit","Computer, Sanskrit"
stud_5235,"Hindi, Math","History, Geography","Geography, Hindi, History, Math","History, Geography","Geography, History","English, Geography","English, Geography","Geography, Computer","Computer, Geography","Hindi, History","Computer, Geography, Hindi, History"
stud_5236,"Science, Computer","Science, Computer","Computer, Science","Science, Computer","Computer, Science","Science, Sports","Science, Sports","Algebra, Computer","Algebra, Computer, Science, Sports","Computer, Sanskrit","Computer, Sanskrit"
stud_5237,"English, Science","Urdu, English, Science","English, Science, Urdu","Urdu, English, Science","English, Science, Urdu","Marathi, Drawing","Drawing, English, Marathi, Science, Urdu","Urdu, Defence","Defence, Urdu","Science, Sanskrit","Defence, Sanskrit, Science, Urdu"
stud_5238,"Science, Computer","Geography, Computer","Computer, Geography","Geography, Computer","Computer, Geography","Science, Geography","Geography, Science","Marathi, Hindi, Algebra, Defence","Algebra, Defence, Geography, Hindi, Marathi, Science","English, Sanskrit","Algebra, Defence, English, Geography, Hindi, Marathi, Sanskrit, Science"
stud_5239,"Hindi, English","English, Geography","English, Geography","English, Geography","English, Geography","History, Math","English, Geography, History, Math","History, Geometry","Geometry, History","Sports, Environmental Studies","Environmental Studies, Geometry, History, Sports"
stud_5240,"Drawing, Computer","English, History","Computer, Drawing, English, History","English, History","English, History","Hindi, Drawing","Drawing, English, Hindi, History","Marathi, History","History, Marathi","Marathi, Sanskrit","Marathi, Sanskrit"
stud_5241,"Environmental Studies, Math","History, Geography","Environmental Studies, Geography, History, Math","History, Geography","Geography, History","Environmental Studies, Math","Environmental Studies, Geography, History, Math","Urdu, Algebra","Algebra, Environmental Studies, Geography, History, Math, Urdu","Sports, Environmental Studies","Environmental Studies, Sports"
stud_5242,"Hindi, English","English, Geography, Environmental Studies","English, Environmental Studies, Geography","English, Geography, Environmental Studies","English, Environmental Studies, Geography","Marathi, Geography","Geography, Marathi","Sports, Environmental Studies","Environmental Studies, Geography, Marathi, Sports","Urdu, Sports","Sports, Urdu"
stud_5243,"Science, Math","Marathi, English","English, Marathi, Math, Science","Marathi, English","English, Marathi","Hindi, Environmental Studies","English, Environmental Studies, Hindi, Marathi","English, Geometry","English, Geometry","Geography, Algebra, Defence","Algebra, Defence, English, Geography, Geometry"
stud_5244,"Hindi, Sports","Urdu, Geography","Geography, Hindi, Sports, Urdu","Urdu, Geography","Geography, Urdu","Urdu, Sports","Sports, Urdu","Marathi, History","History, Marathi, Sports, Urdu","Drawing, Environmental Studies","Drawing, Environmental Studies, History, Marathi, Sports, Urdu"
stud_5245,"Urdu, Hindi","English, Science, Environmental Studies","English, Environmental Studies, Hindi, Science, Urdu","English, Science, Environmental Studies","English, Environmental Studies, Science","Marathi, Science, Sports","Marathi, Science, Sports","Marathi, Geometry, Computer","Computer, Geometry, Marathi","Drawing, Computer","Computer, Drawing"
stud_5246,"Drawing, Math","English, Drawing","Drawing, English","English, Drawing","Drawing, English","Urdu, Math","Drawing, English, Math, Urdu","Marathi, Sports","Drawing, English, Marathi, Math, Sports, Urdu","Marathi, Defence","Defence, Marathi"
stud_5247,"Marathi, History","English, Drawing","Drawing, English, History, Marathi","English, Drawing","Drawing, English","Sports, Math","Drawing, English, Math, Sports","History, Drawing","Drawing, History","Algebra, Sanskrit","Algebra, Drawing, History, Sanskrit"
stud_5248,"English, Sports","Hindi, Drawing","Drawing, English, Hindi, Sports","Hindi, Drawing","Drawing, Hindi","Geography, Computer","Computer, Drawing, Geography, Hindi","Environmental Studies, Computer","Computer, Environmental Studies","Drawing, Defence","Computer, Defence, Drawing, Environmental Studies"
stud_5249,"Marathi, Science","Drawing, Environmental Studies","Drawing, Environmental Studies, Marathi, Science","Drawing, Environmental Studies","Drawing, Environmental Studies","Marathi, English, Sports","Drawing, English, Environmental Studies, Marathi, Sports","Science, Geometry","Drawing, English, Environmental Studies, Geometry, Marathi, Science, Sports","Science, Sports, Defence","Defence, Science, Sports"
stud_5250,"Hindi, Science","Sports, Computer","Computer, Hindi, Science, Sports","Sports, Computer","Computer, Sports","Science, Environmental Studies","Computer, Environmental Studies, Science, Sports","History, Sports","History, Sports","Marathi, Algebra","Algebra, History, Marathi, Sports"
stud_5251,"History, Computer","Marathi, Urdu, Computer","Computer, Marathi, Urdu","Marathi, Urdu, Computer","Computer, Marathi, Urdu","Marathi, History, Drawing","Drawing, History, Marathi","Geometry, Computer","Computer, Drawing, Geometry, History, Marathi","English, Defence","Computer, Defence, Drawing, English, Geometry, History, Marathi"
stud_5252,"Science, Math","Marathi, Math","Marathi, Math","Marathi, Math","Marathi, Math","History, Science","History, Marathi, Math, Science","Sports, Algebra","Algebra, History, Marathi, Math, Science, Sports","English, Sports","English, Sports"
stud_5253,"Sports, Computer","Marathi, History","Computer, History, Marathi, Sports","Marathi, History","History, Marathi","Drawing, Environmental Studies","Drawing, Environmental Studies, History, Marathi","History, Geography","Geography, History","Hindi, Sanskrit","Geography, Hindi, History, Sanskrit"
stud_5254,"Urdu, Hindi","Urdu, History","History, Urdu","Urdu, History","History, Urdu","English, Geography","English, Geography, History, Urdu","Marathi, Urdu","Marathi, Urdu","Drawing, Geometry","Drawing, Geometry, Marathi, Urdu"
stud_5255,"Geography, Environmental Studies","Hindi, Sports, Environmental Studies","Environmental Studies, Hindi, Sports","Hindi, Sports, Environmental Studies","Environmental Studies, Hindi, Sports","English, Computer","Computer, English, Environmental Studies, Hindi, Sports","Urdu, Hindi","Hindi, Urdu","English, Sports","English, Hindi, Sports, Urdu"
stud_5256,"Urdu, Computer","Urdu, Computer","Computer, Urdu","Urdu, Computer","Computer, Urdu","Environmental Studies, Math, Computer","Computer, Environmental Studies, Math","Urdu, English","Computer, English, Environmental Studies, Math, Urdu","Geography, Sanskrit","Computer, English, Environmental Studies, Geography, Math, Sanskrit, Urdu"
stud_5257,"Marathi, Sports","Urdu, Hindi, Drawing, Math","Drawing, Hindi, Marathi, Math, Sports, Urdu","Urdu, Hindi, Drawing, Math","Drawing, Hindi, Math, Urdu","History, Science","Drawing, Hindi, History, Math, Science, Urdu","Urdu, Defence","Defence, Urdu","Hindi, English","Defence, English, Hindi, Urdu"
stud_5258,"Urdu, Geography","History, Math","Geography, History, Math, Urdu","History, Math","History, Math","Urdu, Hindi","Hindi, History, Math, Urdu","Urdu, Sports","Sports, Urdu","History, Environmental Studies, Computer","Computer, Environmental Studies, History, Sports, Urdu"
stud_5259,"Sports, Computer","Marathi, Urdu, Hindi","Computer, Hindi, Marathi, Sports, Urdu","Marathi, Urdu, Hindi","Hindi, Marathi, Urdu","English, Environmental Studies","English, Environmental Studies, Hindi, Marathi, Urdu","Sports, Computer","Computer, English, Environmental Studies, Hindi, Marathi, Sports, Urdu","History, Environmental Studies","Environmental Studies, History"
