Unique_ID,Marathi_Overall_Growth,Urdu_Overall_Growth,Hindi_Overall_Growth,English_Overall_Growth,History_Overall_Growth,Science_Overall_Growth,Geography_Overall_Growth,Drawing_Overall_Growth,Sports_Overall_Growth,Environmental Studies_Overall_Growth,Math_Overall_Growth,Computer_Overall_Growth,Algebra_Overall_Growth,Geometry_Overall_Growth,Defence_Overall_Growth
stud_3725,-1.4,3.0,-4.2,-16.6,13.4,2.0,-1.8,-8.4,-4.4,-2.6,-9.0,-10.6,-26.0,-22.0,-5.0
stud_3726,-1.6,4.4,-8.8,1.0,17.2,-5.4,7.8,7.6,-5.4,-3.4,16.666666666666668,-1.6,-40.0,-20.0,-7.0
stud_3727,-12.0,-2.8,-4.0,-2.0,15.0,-9.4,15.0,-16.4,-15.2,5.8,-25.666666666666668,-3.8,-20.0,3.0,55.0
stud_3728,-16.4,-5.0,3.4,-2.4,-14.4,-6.6,-3.2,11.4,-0.4,8.4,5.666666666666667,7.8,-23.0,30.0,-44.0
stud_3729,-1.4,4.8,-9.2,10.4,-3.2,-11.4,-1.6,6.4,-0.6,-4.2,9.666666666666666,-6.4,-44.0,20.0,-37.0
stud_3730,8.0,5.2,6.2,3.2,12.8,-9.0,-8.2,7.2,8.0,-6.6,-3.0,8.4,-42.0,39.0,28.0
stud_3731,-9.8,2.8,-0.4,-0.8,13.8,-1.0,11.4,-8.0,0.8,17.6,-13.0,9.4,20.0,-3.0,26.0
stud_3732,-6.2,3.4,6.8,-3.2,2.6,0.2,-13.6,7.4,-17.0,8.6,-3.0,-12.2,-15.0,-59.0,-33.0
stud_3733,-3.8,17.0,-1.0,13.4,4.8,7.0,3.2,-3.8,-10.6,12.4,0.6666666666666666,4.8,-18.0,-25.0,16.0
stud_3734,-5.8,-1.6,-0.6,-7.4,4.6,3.6,-2.4,-7.8,1.0,-7.4,3.6666666666666665,-4.6,-11.0,-35.0,54.0
stud_3735,1.6,-3.6,9.6,-16.4,2.0,-14.2,3.0,1.0,-10.8,-0.8,12.666666666666666,-3.4,63.0,14.0,-51.0
stud_3736,-12.6,1.6,2.2,0.4,-7.8,1.4,-5.0,18.0,-5.4,4.4,-21.666666666666668,17.0,5.0,-17.0,54.0
stud_3737,-7.2,9.4,-4.6,-10.0,-5.0,-8.2,-9.4,-11.8,-0.4,-2.2,3.6666666666666665,3.4,-31.0,-14.0,-49.0
stud_3738,-12.0,-2.0,-8.8,11.2,0.8,8.0,0.0,-4.6,10.6,-13.6,-12.0,-6.4,-12.0,50.0,85.0
stud_3739,3.4,-12.4,2.6,8.4,1.4,-10.0,-0.2,12.4,10.6,-0.4,3.0,-7.0,4.0,11.0,35.0
stud_3740,-6.6,5.4,12.4,2.4,2.8,-10.0,-10.2,8.2,-8.0,-14.8,5.666666666666667,4.6,-74.0,-12.0,38.0
stud_3741,13.2,-7.4,-5.4,3.8,5.4,-8.6,2.4,7.6,-2.4,2.0,-28.333333333333332,-6.4,57.0,-1.0,-17.0
stud_3742,-0.8,5.0,-2.4,-13.8,7.8,-4.4,-0.4,-3.8,5.8,10.2,7.0,-3.0,42.0,-45.0,8.0
stud_3743,-7.4,7.6,9.2,-11.2,2.0,-10.2,-1.8,9.6,15.4,-1.4,0.0,9.6,45.0,-59.0,65.0
stud_3744,-5.6,-11.2,12.4,-0.6,0.4,8.8,0.0,-10.4,2.8,-4.0,-10.666666666666666,19.4,-36.0,16.0,75.0
stud_3745,5.6,-6.2,2.6,-1.0,-9.4,8.6,-8.0,0.0,0.2,-12.0,14.666666666666666,8.6,-89.0,-83.0,8.0
stud_3746,6.0,4.4,6.4,5.4,-0.2,3.6,-8.6,8.0,1.8,5.8,-10.666666666666666,8.0,-71.0,13.0,-28.0
stud_3747,1.4,-0.8,1.4,-14.2,3.0,7.6,-17.4,-18.2,9.6,-17.4,7.0,-4.2,-64.0,-4.0,84.0
stud_3748,9.6,0.2,3.8,-5.4,-12.0,-14.0,-0.8,7.2,7.2,-4.4,-20.333333333333332,7.2,33.0,50.0,-42.0
stud_3749,9.6,-5.8,6.8,16.8,-0.2,0.2,-14.4,-10.6,-10.4,-5.6,8.666666666666666,0.0,-99.0,44.0,-24.0
stud_3750,-2.2,0.2,11.2,2.8,14.4,5.0,-10.6,-6.2,0.0,-12.4,0.0,-3.6,55.0,-45.0,43.0
stud_3751,10.2,-5.0,4.2,17.2,3.4,7.4,2.0,-6.2,3.6,10.0,-13.0,6.0,37.0,-53.0,34.0
stud_3752,0.2,-1.4,-13.8,-8.6,-4.6,0.4,4.0,-4.0,3.8,-5.8,2.6666666666666665,17.4,-36.0,-66.0,14.0
stud_3753,-5.6,4.6,-4.4,-11.2,-8.8,-5.2,3.4,2.6,2.4,-15.6,-25.333333333333332,11.2,-19.0,-25.0,15.0
stud_3754,4.6,13.0,-11.2,11.0,-6.2,-11.8,-4.6,-4.8,0.4,-0.4,-5.333333333333333,-11.2,-8.0,28.0,58.0
stud_3755,1.2,-0.6,3.4,5.4,9.8,-1.8,-6.2,3.8,-1.6,8.8,4.333333333333333,12.4,-12.0,21.0,21.0
stud_3756,1.6,-9.4,-1.8,-13.0,-1.2,-1.0,16.2,-9.8,8.0,-8.0,3.3333333333333335,-7.0,6.0,8.0,51.0
stud_3757,-0.8,6.2,-9.0,-4.8,5.6,-0.4,7.2,-6.4,-14.2,-4.2,-5.0,4.6,-46.0,74.0,16.0
stud_3758,3.6,-2.8,9.6,-0.8,10.2,9.2,6.6,0.6,-2.0,-2.4,13.333333333333334,6.0,-17.0,4.0,36.0
stud_3759,-10.2,-9.0,-0.4,8.8,-8.8,-3.0,8.0,18.0,-3.6,10.0,-10.333333333333334,4.2,5.0,21.0,24.0
stud_3760,13.8,3.8,5.6,7.6,-4.8,0.4,0.8,9.6,8.8,-1.8,8.0,-6.0,25.0,32.0,-1.0
stud_3761,-0.6,15.0,0.4,6.6,-3.0,3.8,-9.4,-4.4,-4.0,-3.2,6.0,-1.2,14.0,15.0,-90.0
stud_3762,1.6,-3.0,7.4,10.2,2.8,-6.8,-2.0,-0.4,7.0,15.6,-15.666666666666666,-1.8,-47.0,-49.0,-59.0
stud_3763,-7.6,-9.4,3.8,9.6,6.2,-9.6,-13.2,12.8,12.8,-9.6,-10.333333333333334,7.2,-55.0,-52.0,-35.0
stud_3764,-9.8,8.6,5.2,-1.0,1.6,-2.8,-6.4,-6.8,9.2,-1.6,16.333333333333332,13.2,-74.0,-50.0,18.0
stud_3765,-9.2,-6.0,-1.8,3.6,2.6,-9.2,-5.4,-2.0,-1.0,-11.2,7.333333333333333,-18.0,10.0,48.0,2.0
stud_3766,-6.6,-5.2,-1.4,5.8,-1.6,6.8,18.4,-17.2,5.4,-4.6,4.333333333333333,-4.6,55.0,-39.0,8.0
stud_3767,-2.2,-8.8,6.4,5.0,14.4,5.2,0.4,-9.0,-4.0,-2.6,5.0,-5.0,-25.0,-61.0,40.0
stud_3768,0.0,-7.0,14.2,-8.0,-10.0,-10.4,-2.8,5.0,6.4,-1.6,22.0,14.6,-44.0,51.0,15.0
stud_3769,-2.8,7.4,-3.4,-6.2,3.2,-6.4,-13.8,7.6,-11.8,10.2,3.6666666666666665,2.6,86.0,37.0,-40.0
stud_3770,10.8,-11.0,0.6,5.0,-0.6,-8.6,-9.2,-6.6,2.4,19.2,17.333333333333332,4.2,5.0,31.0,-21.0
stud_3771,1.4,-8.4,-1.2,-17.8,-11.4,2.8,8.2,-6.2,-6.4,1.4,-2.6666666666666665,7.8,31.0,62.0,46.0
stud_3772,5.0,11.6,15.2,11.6,-6.6,-10.2,4.2,-14.4,11.6,10.0,5.666666666666667,-1.0,45.0,7.0,81.0
stud_3773,-8.4,-0.6,5.4,8.2,16.2,11.0,5.2,-1.4,2.6,4.8,-17.333333333333332,1.0,-50.0,-5.0,1.0
stud_3774,-4.8,-10.6,-12.4,0.2,-10.2,5.4,1.4,-1.6,10.6,-12.0,-15.0,3.0,-30.0,10.0,-15.0
stud_3775,9.6,-10.8,4.8,-2.0,17.8,-14.4,11.2,1.0,6.8,0.4,-11.0,4.0,24.0,-2.0,27.0
stud_3776,8.2,9.4,-13.2,2.2,5.4,-6.8,-6.6,-3.6,-5.8,3.8,-10.333333333333334,-7.0,14.0,3.0,47.0
stud_3777,-9.6,-11.4,-14.6,1.0,-16.0,-6.8,4.0,9.6,-14.2,-2.6,9.333333333333334,1.4,-27.0,-53.0,-4.0
stud_3778,0.2,-13.6,-15.0,-6.4,6.4,-8.6,-17.4,13.6,2.0,-5.8,3.3333333333333335,-9.6,-55.0,-17.0,-14.0
stud_3779,6.4,-0.2,-16.0,9.2,-6.4,-4.8,-7.8,-11.0,4.0,6.6,-18.0,2.4,-21.0,45.0,-20.0
stud_3780,-2.6,-9.2,8.2,-11.2,-13.6,-7.8,1.2,15.6,9.0,13.4,15.0,-1.6,-43.0,17.0,14.0
stud_3781,-17.6,8.6,-4.0,-9.6,-2.4,-4.8,11.8,4.0,0.0,8.6,11.0,-13.8,70.0,26.0,23.0
stud_3782,1.2,3.0,-4.0,5.2,-10.6,16.6,15.4,-11.0,8.0,15.2,-16.666666666666668,-2.0,23.0,-31.0,44.0
stud_3783,0.8,-15.6,-1.8,10.2,-7.8,4.4,11.6,-5.6,-2.2,9.2,-16.333333333333332,1.6,59.0,-36.0,-12.0
stud_3784,14.6,-15.2,0.8,-7.2,-10.2,12.6,-3.4,-10.8,-1.4,17.2,5.333333333333333,11.2,63.0,-24.0,35.0
stud_3785,7.6,-10.2,2.0,11.4,5.0,8.4,-3.8,4.8,13.4,-14.2,-20.666666666666668,3.2,57.0,-40.0,43.0
stud_3786,-5.8,1.8,18.4,-4.8,11.2,5.2,0.0,-2.6,-7.8,-2.6,-14.333333333333334,2.6,-7.0,45.0,40.0
stud_3787,-5.0,-0.2,0.4,3.0,16.2,-13.2,14.2,7.6,-11.0,8.6,-18.0,-8.6,22.0,62.0,12.0
stud_3788,-1.2,-0.8,-1.6,0.2,-6.4,-8.6,-9.4,5.2,5.0,-15.8,3.6666666666666665,-7.4,49.0,27.0,-55.0
stud_3789,1.6,-0.6,-5.0,3.2,-5.4,10.2,17.6,17.6,0.0,3.8,0.0,0.2,-52.0,-41.0,-9.0
stud_3790,-13.2,1.8,7.6,11.2,5.0,-12.2,-5.2,-7.0,13.2,-1.2,15.0,-17.8,4.0,-33.0,9.0
stud_3791,-0.4,-0.2,-6.6,-3.6,11.0,-2.6,-5.4,-0.2,-2.8,-6.0,21.333333333333332,-7.4,54.0,67.0,69.0
stud_3792,-10.4,-2.8,0.8,-4.8,-9.4,-7.8,12.6,3.0,-13.0,5.6,11.666666666666666,5.4,-10.0,24.0,2.0
stud_3793,-7.8,12.4,4.8,7.4,-11.0,-1.8,-15.8,15.6,1.2,14.8,-25.333333333333332,-8.0,6.0,-33.0,37.0
stud_3794,0.4,-9.4,10.0,-4.0,6.2,0.2,5.4,-5.0,-6.4,12.0,12.0,11.0,-7.0,53.0,-57.0
stud_3795,-1.8,0.6,1.6,13.0,-3.6,1.2,-3.2,5.2,-2.8,7.0,15.333333333333334,6.0,-65.0,-80.0,-30.0
stud_3796,14.8,10.0,-15.0,-8.2,-4.0,12.4,-0.8,-11.8,3.6,3.6,-29.0,-3.2,-33.0,87.0,-29.0
stud_3797,2.6,0.4,8.4,-2.8,6.8,12.8,3.4,-1.8,6.4,10.6,12.333333333333334,-7.6,9.0,-93.0,-77.0
stud_3798,-7.4,9.8,9.6,5.4,5.0,-4.6,-6.0,-8.2,17.0,-0.2,6.333333333333333,-1.4,-6.0,14.0,13.0
stud_3799,-1.0,13.4,-11.4,-11.0,5.8,6.6,2.6,-8.4,-16.8,13.8,-10.0,-7.0,44.0,2.0,25.0
stud_3800,0.6,1.0,5.4,5.8,-1.2,1.6,-4.0,-3.0,-1.0,1.4,-7.666666666666667,-0.6,11.0,42.0,-26.0
stud_3801,4.6,5.8,1.8,-8.2,10.2,-3.4,-4.6,-4.4,6.4,0.4,-17.0,-3.8,42.0,35.0,16.0
stud_3802,7.0,-3.6,13.0,2.4,-1.6,-4.8,-5.6,9.6,14.2,-0.2,-10.0,-2.4,21.0,-66.0,-17.0
stud_3803,0.2,5.8,2.8,-1.8,-0.6,12.0,-0.8,14.2,-16.2,-3.2,28.666666666666668,3.0,27.0,11.0,43.0
stud_3804,5.6,0.6,4.4,5.2,-3.6,-1.4,8.6,-4.8,-9.4,-14.6,7.0,12.4,71.0,-22.0,-21.0
stud_3805,-8.4,3.2,1.2,-9.6,13.0,1.2,-1.2,-5.0,7.0,2.8,-6.0,-3.8,-25.0,32.0,32.0
stud_3806,10.2,-5.0,13.6,3.2,-1.2,4.6,-3.0,-3.6,-10.0,-15.0,9.0,-4.6,-70.0,79.0,30.0
stud_3807,-7.4,-16.4,-9.6,-0.4,-4.0,-13.4,1.2,5.4,-7.0,-8.6,-10.666666666666666,-5.6,63.0,-27.0,17.0
stud_3808,-14.4,-2.6,-4.0,-0.8,-4.8,4.0,6.2,9.4,0.6,-10.2,2.6666666666666665,-10.2,15.0,44.0,39.0
stud_3809,-1.4,-10.0,-5.6,-1.6,-8.8,14.2,10.2,10.2,-8.6,-2.2,-24.333333333333332,14.4,-22.0,-36.0,86.0
stud_3810,-4.2,-9.2,13.8,-7.6,7.6,-11.8,-17.4,11.0,-1.4,-16.4,-11.666666666666666,-8.0,-29.0,-58.0,92.0
stud_3811,6.2,6.2,-9.0,4.4,-2.6,8.0,-8.6,-13.4,3.2,-4.4,-7.666666666666667,8.0,-45.0,-31.0,7.0
stud_3812,-14.4,-5.8,-2.2,-4.4,-1.6,-5.0,-3.2,6.6,2.0,9.4,12.333333333333334,-19.2,-63.0,20.0,1.0
stud_3813,-4.2,0.4,-0.4,0.2,1.4,-6.6,-7.2,-10.2,-10.6,-1.8,0.0,-16.8,-21.0,-8.0,72.0
stud_3814,-3.0,10.8,-7.4,0.6,-0.8,-0.8,-11.8,-7.0,-6.2,14.2,-14.0,-10.4,-35.0,-41.0,22.0
stud_3815,13.8,9.8,-6.0,3.2,-2.0,12.4,-3.4,-5.0,-8.2,-3.6,-6.666666666666667,-6.2,26.0,8.0,-10.0
stud_3816,-12.8,0.8,-3.6,12.0,11.6,5.6,3.4,11.6,7.4,5.6,24.333333333333332,4.6,55.0,-64.0,-70.0
stud_3817,3.8,2.4,3.2,2.8,-6.6,2.4,-10.0,4.0,-11.6,-15.6,2.0,-2.4,38.0,35.0,-4.0
stud_3818,0.4,2.2,-13.0,-6.8,13.4,-9.8,9.0,5.6,1.4,4.6,9.333333333333334,3.8,41.0,-69.0,1.0
stud_3819,14.2,4.6,-17.2,-5.6,-6.2,8.2,-2.8,5.4,1.0,-5.8,10.666666666666666,10.0,42.0,66.0,28.0
stud_3820,-0.4,-0.6,5.2,-15.0,-7.2,0.0,-14.2,-4.8,0.6,-7.8,-29.333333333333332,-4.0,68.0,-3.0,-26.0
stud_3821,1.4,-15.0,-0.2,7.2,-6.2,-3.8,-12.4,12.4,-7.6,-2.2,-25.0,2.6,39.0,23.0,-70.0
stud_3822,0.2,-9.4,9.8,-7.8,12.0,1.8,6.2,5.4,-11.6,-1.4,1.0,4.8,-25.0,31.0,-53.0
stud_3823,-6.4,4.2,3.4,10.0,-1.0,5.2,-8.8,-15.8,-10.6,-19.4,14.333333333333334,-0.4,-1.0,-21.0,-18.0
stud_3824,10.2,-11.4,-13.0,0.2,-14.4,14.8,-7.0,3.6,4.4,10.2,-2.6666666666666665,-11.0,-28.0,-45.0,-25.0
stud_3825,7.4,9.6,12.6,1.6,-4.2,-1.0,-4.8,-10.8,11.4,-9.2,10.333333333333334,17.2,11.0,-38.0,43.0
stud_3826,5.2,19.6,5.4,12.2,8.4,-4.2,7.4,-2.6,4.6,-3.8,-21.666666666666668,-12.8,-66.0,-53.0,66.0
stud_3827,2.4,-0.2,2.2,-4.4,11.6,-2.0,11.8,-1.4,9.4,-0.6,1.6666666666666667,15.4,-21.0,76.0,-20.0
stud_3828,-10.4,-5.6,1.4,8.6,-11.2,13.6,-4.2,6.0,-4.6,-14.8,4.0,-8.0,-16.0,-16.0,-43.0
stud_3829,-3.4,2.6,-8.8,3.0,-1.6,-15.2,-9.4,14.0,-6.8,6.4,-11.666666666666666,-6.4,-16.0,-66.0,62.0
stud_3830,-6.8,10.4,-10.4,5.6,-8.0,-15.4,-10.4,9.2,-4.0,5.2,17.333333333333332,-4.0,-78.0,-36.0,32.0
stud_3831,2.4,0.2,10.0,-0.2,-7.0,-3.6,-3.8,-0.2,-8.6,-6.8,-3.6666666666666665,4.8,-32.0,65.0,-6.0
stud_3832,-5.2,-4.2,4.4,-15.6,-0.6,11.8,3.8,-10.2,2.0,3.6,1.6666666666666667,-4.8,6.0,-9.0,42.0
stud_3833,1.2,2.8,-10.4,12.6,-2.2,15.6,6.4,17.0,-10.6,-1.8,26.0,7.0,61.0,-45.0,3.0
stud_3834,0.8,17.8,-5.2,-8.4,-8.6,1.4,-8.6,1.8,3.2,-1.8,3.3333333333333335,-3.8,-3.0,-61.0,29.0
stud_3835,0.0,-8.0,12.2,5.2,3.0,-6.8,-3.0,-13.8,2.4,-10.4,27.666666666666668,-6.8,17.0,59.0,86.0
stud_3836,4.8,-2.4,-6.8,-6.6,-0.8,7.2,-8.4,-2.8,1.4,-8.4,13.333333333333334,-4.2,-19.0,-21.0,79.0
stud_3837,-0.2,-16.0,-1.0,1.4,15.8,-16.8,6.0,-10.6,1.4,-8.4,-18.0,11.0,-32.0,46.0,41.0
stud_3838,-13.4,-2.4,3.8,5.6,-7.8,-3.8,-1.2,-5.6,3.6,5.2,0.6666666666666666,-4.8,-13.0,31.0,25.0
stud_3839,10.0,12.8,2.8,13.4,8.4,-11.6,-7.4,6.4,-14.8,-0.6,3.3333333333333335,-7.2,35.0,-72.0,41.0
stud_3840,-11.8,-5.2,9.6,10.6,5.0,-1.4,1.0,2.4,-6.0,-5.6,-16.0,9.0,-2.0,57.0,2.0
stud_3841,-12.8,-5.6,0.2,-3.4,-7.4,-9.2,-11.8,0.6,0.4,-0.2,5.666666666666667,2.2,44.0,-43.0,-27.0
stud_3842,-1.2,12.2,7.4,-4.8,4.6,13.8,0.4,-9.8,5.0,-4.4,-4.333333333333333,-4.4,-36.0,-12.0,47.0
stud_3843,-3.8,-7.2,0.2,0.8,5.0,-3.4,15.2,10.8,-6.2,19.4,-14.333333333333334,-14.4,-41.0,-26.0,35.0
stud_3844,-7.2,6.8,-15.8,0.6,12.8,-8.0,-11.8,8.6,3.6,15.6,-4.666666666666667,6.0,19.0,-6.0,34.0
stud_3845,6.8,5.4,-6.2,-6.2,-2.6,-10.8,1.2,-11.8,10.8,-6.4,14.666666666666666,12.4,-43.0,-43.0,-48.0
stud_3846,-12.0,8.2,-1.8,-4.6,1.8,6.0,-7.8,9.4,-1.0,1.4,-1.0,-11.4,-37.0,-5.0,2.0
stud_3847,-7.4,-13.2,11.4,-16.8,8.0,-8.0,-2.2,-12.8,9.4,2.4,-4.666666666666667,0.6,27.0,36.0,-24.0
stud_3848,-7.4,4.0,0.0,8.4,18.0,17.8,1.2,6.0,6.2,-4.0,1.6666666666666667,2.6,63.0,-22.0,2.0
stud_3849,1.4,-0.6,-5.6,2.0,10.8,2.0,-0.8,-17.0,4.0,-5.0,-19.666666666666668,3.6,0.0,-54.0,53.0
stud_3850,4.4,-8.8,-18.6,-4.6,13.4,8.4,8.8,-4.6,-6.4,-12.4,-3.3333333333333335,17.4,0.0,7.0,-47.0
stud_3851,5.4,-5.8,11.2,-6.6,-9.0,-7.4,4.4,-16.0,7.6,1.6,-20.0,14.2,0.0,66.0,31.0
stud_3852,-9.6,8.8,1.0,-10.6,7.0,-7.8,-1.0,0.8,-14.4,-3.4,-3.0,7.6,-72.0,-71.0,47.0
stud_3853,6.2,0.0,-16.2,-17.4,1.6,0.0,4.2,2.6,1.8,-12.4,-9.666666666666666,1.4,-40.0,-82.0,70.0
stud_3854,11.0,7.4,-7.2,2.6,9.4,-10.0,-13.2,-12.8,-9.0,-11.0,0.3333333333333333,5.6,-22.0,64.0,62.0
stud_3855,9.8,13.6,-2.0,13.6,10.8,6.2,-14.8,-9.6,10.6,2.4,12.666666666666666,-2.2,49.0,-51.0,-46.0
stud_3856,3.2,7.2,9.8,17.2,13.4,-3.8,-4.6,2.6,-3.0,12.0,-18.333333333333332,8.4,17.0,-64.0,-58.0
stud_3857,6.0,-0.6,-1.6,10.6,13.6,-9.4,-5.0,1.6,-5.2,1.6,5.666666666666667,18.6,-5.0,-37.0,14.0
stud_3858,-15.6,-4.6,3.0,9.0,0.8,12.4,-4.4,-13.8,-7.2,1.0,-10.333333333333334,8.6,15.0,73.0,-10.0
stud_3859,7.0,3.4,-8.2,-5.2,-1.8,-12.8,-6.2,0.4,-2.4,8.8,-21.333333333333332,7.6,34.0,-59.0,-23.0
stud_3860,-8.0,-8.2,3.0,-5.2,-3.8,4.0,-6.0,1.4,-11.6,12.0,10.0,-9.6,46.0,-1.0,-60.0
stud_3861,-6.6,11.0,8.4,-14.4,-16.6,-8.6,-1.8,-4.2,-12.2,5.4,-19.0,-7.2,-41.0,28.0,-10.0
stud_3862,-1.0,6.2,-3.0,-14.4,1.6,1.4,11.2,-12.0,-9.0,12.0,-27.0,11.6,-19.0,4.0,-29.0
stud_3863,3.0,-16.0,-2.2,-12.6,-0.2,-11.8,10.4,12.2,5.0,6.6,-1.3333333333333333,-4.2,71.0,8.0,-24.0
stud_3864,3.0,-12.2,-0.8,-13.2,-5.6,2.2,2.0,-9.4,-0.6,9.6,4.333333333333333,11.6,22.0,-19.0,-52.0
stud_3865,-11.4,13.8,-17.2,5.0,-9.0,-6.8,-2.4,-5.6,-8.8,-0.4,-0.3333333333333333,-4.8,57.0,29.0,-55.0
stud_3866,-2.6,9.8,-5.6,3.2,-3.2,-7.8,-3.0,0.2,2.2,15.0,27.666666666666668,4.4,70.0,-40.0,-90.0
stud_3867,9.8,-7.4,4.4,7.4,13.0,0.6,2.4,-2.8,-2.2,16.4,19.0,-5.2,-82.0,-55.0,39.0
stud_3868,5.4,-0.2,1.0,-1.6,-7.2,4.4,-7.2,3.4,13.0,3.2,11.0,9.8,14.0,66.0,-58.0
stud_3869,3.0,7.2,-2.4,11.4,-3.6,-13.6,-8.4,-1.6,3.4,-16.8,16.333333333333332,3.0,21.0,10.0,-48.0
stud_3870,2.4,-4.0,13.0,-3.4,7.2,-11.6,-7.0,1.2,-1.2,1.4,1.6666666666666667,10.8,-5.0,-34.0,94.0
stud_3871,5.8,0.6,2.0,-11.6,9.0,5.2,-2.8,16.0,1.8,-9.6,-3.3333333333333335,3.4,-61.0,-5.0,-3.0
stud_3872,-6.2,-1.2,-2.4,-7.6,-13.6,-13.4,-3.8,7.6,15.4,-8.4,-1.6666666666666667,2.8,-52.0,32.0,5.0
stud_3873,0.2,5.6,-4.8,-3.2,0.4,2.0,-3.8,-11.2,1.4,6.6,6.333333333333333,-3.6,61.0,0.0,-62.0
stud_3874,1.0,4.2,0.8,-0.2,7.0,-3.0,-4.4,-1.0,15.0,-7.6,-15.333333333333334,6.6,29.0,-36.0,65.0
stud_3875,0.2,3.6,-2.6,-0.6,8.0,-14.8,-5.0,-2.8,-8.0,10.4,9.333333333333334,10.2,6.0,-53.0,-86.0
stud_3876,-4.8,0.8,2.4,11.4,-6.4,-11.4,-0.4,3.8,-12.2,16.2,14.333333333333334,-7.0,37.0,-4.0,-42.0
stud_3877,-1.8,1.2,9.2,-11.0,5.4,16.8,1.8,8.2,-7.2,-15.4,14.333333333333334,7.4,-5.0,-25.0,72.0
stud_3878,2.6,11.8,2.0,3.8,1.4,-11.2,-4.4,-2.8,-10.6,-2.6,-12.666666666666666,-1.2,5.0,16.0,56.0
stud_3879,4.8,-0.8,-5.0,-8.6,7.6,3.2,1.0,-12.2,6.8,-5.2,1.6666666666666667,4.6,-13.0,-48.0,72.0
stud_3880,12.6,-14.0,5.4,5.8,5.4,14.4,-7.2,7.0,-9.4,12.0,4.333333333333333,-14.8,-37.0,-5.0,-75.0
stud_3881,3.0,2.4,6.2,-8.6,-6.6,6.6,0.4,11.4,0.2,5.4,-13.0,2.0,55.0,22.0,-25.0
stud_3882,7.6,-6.8,4.6,-1.2,-1.6,1.4,15.8,-6.4,2.2,15.0,-24.666666666666668,12.0,-6.0,-24.0,70.0
stud_3883,13.6,6.0,-1.6,9.4,-4.2,-1.6,4.8,-1.2,0.8,-3.8,16.0,-2.4,-65.0,-22.0,-3.0
stud_3884,9.8,-0.4,-5.8,-8.4,13.2,-13.2,-18.6,-0.2,-12.0,7.8,-16.0,-3.2,-58.0,10.0,-23.0
stud_3885,9.0,4.2,-0.6,-7.8,-5.2,11.4,0.8,-11.2,-4.8,-4.4,12.0,-13.6,-56.0,-20.0,26.0
stud_3886,-6.0,-2.2,-3.6,-5.6,7.2,4.0,12.2,-1.4,-1.0,2.8,11.666666666666666,1.0,-68.0,-10.0,43.0
stud_3887,2.2,12.8,6.2,6.0,4.2,-1.6,4.8,-4.8,0.0,1.6,7.666666666666667,-4.6,-87.0,31.0,26.0
stud_3888,1.4,-10.6,3.0,2.2,9.4,14.2,4.4,-14.4,5.0,13.2,5.666666666666667,-9.8,13.0,-50.0,24.0
stud_3889,0.2,-8.0,15.2,9.0,2.2,-9.6,-0.6,-7.2,2.0,10.4,-13.333333333333334,-1.0,23.0,-19.0,-26.0
stud_3890,11.2,4.8,7.0,-11.0,0.0,19.4,0.4,6.2,-0.8,-0.2,7.333333333333333,1.2,37.0,10.0,-23.0
stud_3891,-3.4,1.4,9.0,-1.2,5.8,-7.2,-0.6,8.0,-7.8,5.8,-10.0,-17.0,22.0,35.0,55.0
stud_3892,-3.2,-3.6,14.2,0.8,1.4,3.8,-14.0,-8.2,-15.2,7.2,-14.666666666666666,-14.0,-43.0,-4.0,34.0
stud_3893,-11.0,0.8,-11.2,-2.4,-9.0,5.0,-7.6,-4.8,-9.0,-4.0,12.666666666666666,-0.4,-34.0,84.0,-20.0
stud_3894,3.4,-8.8,15.4,-8.2,7.6,3.8,2.8,14.6,-3.6,10.8,-1.3333333333333333,3.0,-52.0,-76.0,44.0
stud_3895,9.2,14.8,3.2,16.4,-17.8,-9.2,2.4,-2.2,-0.4,3.2,0.0,-18.6,34.0,72.0,-65.0
stud_3896,-2.2,9.0,13.4,4.2,-11.2,-2.0,-11.6,9.6,-10.8,11.2,-4.666666666666667,3.2,46.0,-12.0,30.0
stud_3897,1.6,-7.0,3.0,-5.6,-7.8,-3.2,18.6,2.2,-3.2,2.6,-8.333333333333334,-3.8,7.0,-26.0,-36.0
stud_3898,-15.6,-17.0,6.0,-19.6,1.2,0.4,-12.8,14.4,2.0,4.4,-26.0,7.2,-40.0,-2.0,-63.0
stud_3899,-13.4,-5.6,5.6,-8.4,0.6,-13.4,-14.2,2.2,8.0,0.2,-2.0,10.8,-21.0,-5.0,39.0
stud_3900,8.0,9.8,-0.6,8.2,9.6,-7.2,-3.8,0.8,12.4,6.4,1.6666666666666667,-0.4,-53.0,-29.0,-22.0
stud_3901,4.2,-10.4,-3.2,-1.8,6.8,4.4,1.6,14.2,1.0,-6.0,16.333333333333332,10.6,35.0,86.0,41.0
stud_3902,-8.8,-3.6,4.4,-2.8,0.6,-0.6,8.0,-7.2,-8.4,-5.0,14.0,-18.2,43.0,11.0,-96.0
stud_3903,0.0,3.2,6.6,-1.0,5.8,-5.4,-18.6,13.8,8.4,-4.2,-3.3333333333333335,0.8,-93.0,-49.0,44.0
stud_3904,-5.6,0.0,-9.8,3.4,-11.8,5.2,10.8,4.0,-5.4,-2.4,9.333333333333334,-0.2,-37.0,-3.0,3.0
